0.00008 0.026145 0.004226 0.00008 0.000143 3.137968 0.089259 0.00291 0.006827 0.007104 0.00099 0.973538 1.021945 287.198731 0.008752 0.000609 0.303472 0.008407 0.000994 0.983955 0.00008 210.485284 0.000333 3.00E-05
0.00008 0.026145 0.004226 0.00008 0.000143 2.137968 0.089259 0.00291 0.006827 0.007104 0.00099 0.973538 1.021945 287.198731 0.008752 0.000609 0.303472 0.008407 0.000994 0.983955 0.00008 210.485284 0.000333 3.00E-05
0.00008 0.026145 0.004226 0.00008 0.000143 3.137968 0.089259 0.00291 0.006827 0.007104 0.00099 0.973538 1.021945 287.198731 0.008752 0.000609 0.303472 0.008407 0.000994 0.983955 0.00008 210.485284 0.000333 3.00E-05
0.00008 0.026145 0.004226 0.00008 0.000143 4.137968 0.089259 0.00291 0.006827 0.007104 0.00099 0.973538 1.021945 287.198731 0.008752 0.000609 0.303472 0.008407 0.000994 0.983955 0.00008 210.485284 0.000333 3.00E-05
0.00008 0.026145 0.004226 0.00008 0.000143 5.137968 0.089259 0.00291 0.006827 0.007104 0.00099 0.973538 1.021945 287.198731 0.008752 0.000609 0.303472 0.008407 0.000994 0.983955 0.00008 210.485284 0.000333 3.00E-05
0.00008 0.026145 0.004226 0.00008 0.000143 6.137968 0.089259 0.00291 0.006827 0.007104 0.00099 0.973538 1.021945 287.198731 0.008752 0.000609 0.303472 0.008407 0.000994 0.983955 0.00008 210.485284 0.000333 3.00E-05
0.00008 0.026145 0.004226 0.00008 0.000143 7.137968 0.089259 0.00291 0.006827 0.007104 0.00099 0.973538 1.021945 287.198731 0.008752 0.000609 0.303472 0.008407 0.000994 0.983955 0.00008 210.485284 0.000333 3.00E-05
0.00008 0.026145 0.004226 0.00008 0.000143 8.137968 0.089259 0.00291 0.006827 0.007104 0.00099 0.973538 1.021945 287.198731 0.008752 0.000609 0.303472 0.008407 0.000994 0.983955 0.00008 210.485284 0.000333 3.00E-05
0.00008 0.026145 0.004226 0.00008 0.000143 9.137968 0.089259 0.00291 0.006827 0.007104 0.00099 0.973538 1.021945 287.198731 0.008752 0.000609 0.303472 0.008407 0.000994 0.983955 0.00008 210.485284 0.000333 3.00E-05
0.00008 0.026145 0.004226 0.00008 0.000143 10.137968 0.089259 0.00291 0.006827 0.007104 0.00099 0.973538 1.021945 287.198731 0.008752 0.000609 0.303472 0.008407 0.000994 0.983955 0.00008 210.485284 0.000333 3.00E-05
